"","exp","wks","occ","ind","south","smsa","ms","fem","union","ed","blk","lwage","id","t","tdum1","tdum2","tdum3","tdum4","tdum5","tdum6","tdum7","exp2"
"2324",42,48,1,0,1,1,0,1,0,12,1,6.10256004333496,332,7,0,0,0,0,0,0,1,1764
"2325",6,49,1,0,0,1,1,0,1,12,0,6.44572019577026,333,1,1,0,0,0,0,0,0,36
"2326",7,47,1,0,0,1,1,0,1,12,0,6.62006998062134,333,2,0,1,0,0,0,0,0,49
"2327",8,50,1,0,0,1,1,0,1,12,0,6.59987020492554,333,3,0,0,1,0,0,0,0,64
"2328",9,46,1,0,0,1,1,0,1,12,0,6.63331985473633,333,4,0,0,0,1,0,0,0,81
"2329",10,48,1,0,0,1,1,0,1,12,0,6.83517980575562,333,5,0,0,0,0,1,0,0,100
"2330",11,48,1,0,0,1,1,0,1,12,0,6.99942016601562,333,6,0,0,0,0,0,1,0,121
"2331",12,48,1,0,0,1,1,0,1,12,0,6.90776014328003,333,7,0,0,0,0,0,0,1,144
"2332",35,50,1,1,1,0,1,0,0,5,0,6.33328008651733,334,1,1,0,0,0,0,0,0,1225
"2333",36,51,1,1,1,0,1,0,0,5,0,5.85793018341064,334,2,0,1,0,0,0,0,0,1296
"2334",37,51,1,1,1,0,1,0,0,5,0,6.39525985717773,334,3,0,0,1,0,0,0,0,1369
"2335",38,50,1,1,1,0,1,0,0,5,0,6.10925006866455,334,4,0,0,0,1,0,0,0,1444
"2336",39,43,1,1,1,0,1,0,0,5,0,6.10925006866455,334,5,0,0,0,0,1,0,0,1521
"2337",40,51,1,1,1,0,1,0,0,5,0,6.10925006866455,334,6,0,0,0,0,0,1,0,1600
"2338",41,49,1,1,1,0,1,0,0,5,0,6.39693021774292,334,7,0,0,0,0,0,0,1,1681
"2339",24,42,0,0,1,1,1,1,0,16,0,6.39525985717773,335,1,1,0,0,0,0,0,0,576
"2340",25,50,0,0,1,1,1,1,0,16,0,6.43615007400513,335,2,0,1,0,0,0,0,0,625
"2341",26,47,0,0,1,1,1,1,0,16,0,6.4922399520874,335,3,0,0,1,0,0,0,0,676
"2342",27,45,0,0,1,1,1,1,0,16,0,6.73101997375488,335,4,0,0,0,1,0,0,0,729
"2343",28,49,0,0,1,1,1,1,0,16,0,6.74524021148682,335,5,0,0,0,0,1,0,0,784
"2344",29,46,0,0,1,1,1,1,0,16,0,7.04229021072388,335,6,0,0,0,0,0,1,0,841
"2345",30,48,0,0,1,1,1,1,0,16,0,7.09007978439331,335,7,0,0,0,0,0,0,1,900
"2346",28,50,0,1,1,0,1,0,0,14,0,6.30991983413696,336,1,1,0,0,0,0,0,0,784
"2347",29,49,1,0,1,0,1,0,0,14,0,6.53669023513794,336,2,0,1,0,0,0,0,0,841
"2348",30,50,1,0,1,0,1,0,0,14,0,6.46147012710571,336,3,0,0,1,0,0,0,0,900
"2349",31,48,1,0,1,0,1,0,0,14,0,6.5792498588562,336,4,0,0,0,1,0,0,0,961
"2350",32,52,0,0,1,0,1,0,0,14,0,6.89769983291626,336,5,0,0,0,0,1,0,0,1024
"2351",33,50,0,0,1,0,1,0,0,14,0,6.42487001419067,336,6,0,0,0,0,0,1,0,1089
"2352",34,47,1,0,1,0,1,0,0,14,0,6.91473007202148,336,7,0,0,0,0,0,0,1,1156
"2353",4,49,1,0,1,1,1,0,0,12,0,6.65286016464233,337,1,1,0,0,0,0,0,0,16
"2354",5,52,0,0,1,1,1,0,0,12,0,6.77421998977661,337,2,0,1,0,0,0,0,0,25
"2355",6,52,0,0,1,1,1,0,0,12,0,6.90776014328003,337,3,0,0,1,0,0,0,0,36
"2356",7,50,0,0,1,1,1,0,0,12,0,6.96885013580322,337,4,0,0,0,1,0,0,0,49
"2357",8,51,0,0,1,1,1,0,0,12,0,6.96224021911621,337,5,0,0,0,0,1,0,0,64
"2358",9,50,0,0,1,1,1,0,0,12,0,7.10824012756348,337,6,0,0,0,0,0,1,0,81
"2359",10,50,0,0,1,1,1,0,0,12,0,7.39326000213623,337,7,0,0,0,0,0,0,1,100
"2360",9,49,1,0,0,1,0,1,1,12,0,5.9864501953125,338,1,1,0,0,0,0,0,0,81
"2361",10,49,1,0,0,1,0,1,1,12,0,5.95584011077881,338,2,0,1,0,0,0,0,0,100
"2362",11,49,1,0,0,1,0,1,1,12,0,6.18415021896362,338,3,0,0,1,0,0,0,0,121
"2363",12,48,1,0,0,1,0,1,1,12,0,6.19235992431641,338,4,0,0,0,1,0,0,0,144
"2364",13,47,1,0,0,1,0,1,1,12,0,6.62539005279541,338,5,0,0,0,0,1,0,0,169
"2365",14,47,1,0,0,1,0,1,1,12,0,6.62006998062134,338,6,0,0,0,0,0,1,0,196
"2366",15,47,1,0,0,1,0,1,1,12,0,6.80239009857178,338,7,0,0,0,0,0,0,1,225
"2367",9,51,0,0,0,0,0,1,0,12,0,5.88331985473633,339,1,1,0,0,0,0,0,0,81
"2368",10,50,0,0,0,0,0,1,0,12,0,5.88609981536865,339,2,0,1,0,0,0,0,0,100
"2369",11,49,0,0,0,0,0,1,0,12,0,5.934889793396,339,3,0,0,1,0,0,0,0,121
"2370",12,48,0,0,0,0,0,1,0,12,0,6.0799298286438,339,4,0,0,0,1,0,0,0,144
"2371",13,49,0,0,0,0,0,1,0,12,0,6.0799298286438,339,5,0,0,0,0,1,0,0,169
"2372",14,47,0,0,0,0,0,1,0,12,0,6.08222007751465,339,6,0,0,0,0,0,1,0,196
"2373",15,48,0,0,0,0,0,1,0,12,0,6.26340007781982,339,7,0,0,0,0,0,0,1,225
"2374",28,23,0,0,0,1,1,0,1,12,0,6.57646989822388,340,1,1,0,0,0,0,0,0,784
"2375",29,42,0,0,0,1,1,0,1,12,0,6.66441011428833,340,2,0,1,0,0,0,0,0,841
"2376",30,47,0,0,0,1,1,0,1,12,0,6.73696994781494,340,3,0,0,1,0,0,0,0,900
"2377",31,47,0,0,0,1,1,0,1,12,0,6.80792999267578,340,4,0,0,0,1,0,0,0,961
"2378",32,47,0,0,0,1,1,0,1,12,0,6.80792999267578,340,5,0,0,0,0,1,0,0,1024
"2379",33,47,0,0,0,1,1,0,1,12,0,6.9177098274231,340,6,0,0,0,0,0,1,0,1089
"2380",34,47,0,0,0,1,1,0,1,12,0,7.04140996932983,340,7,0,0,0,0,0,0,1,1156
"2381",7,48,0,0,0,1,1,0,0,17,0,6.90574979782104,341,1,1,0,0,0,0,0,0,49
"2382",8,48,0,0,0,1,1,0,0,17,0,6.90574979782104,341,2,0,1,0,0,0,0,0,64
"2383",9,49,0,0,0,1,1,0,0,17,0,7.24565982818604,341,3,0,0,1,0,0,0,0,81
"2384",10,48,0,1,0,1,1,0,0,17,0,7.37775993347168,341,4,0,0,0,1,0,0,0,100
"2385",11,49,0,1,0,1,1,0,0,17,0,7.47307014465332,341,5,0,0,0,0,1,0,0,121
"2386",12,48,0,1,0,1,1,0,0,17,0,7.57558012008667,341,6,0,0,0,0,0,1,0,144
"2387",13,49,0,1,0,1,1,0,0,17,0,7.67322015762329,341,7,0,0,0,0,0,0,1,169
"2388",31,48,0,1,0,1,1,0,0,9,0,6.4552001953125,342,1,1,0,0,0,0,0,0,961
"2389",32,48,0,1,0,1,1,0,0,9,0,6.55819988250732,342,2,0,1,0,0,0,0,0,1024
"2390",33,47,0,1,0,1,1,0,0,9,0,6.66312980651855,342,3,0,0,1,0,0,0,0,1089
"2391",34,48,0,1,0,1,1,0,1,9,0,6.84588003158569,342,4,0,0,0,1,0,0,0,1156
"2392",35,48,0,1,0,1,1,0,0,9,0,6.92560005187988,342,5,0,0,0,0,1,0,0,1225
"2393",36,48,0,1,0,1,1,0,0,9,0,7.13647985458374,342,6,0,0,0,0,0,1,0,1296
"2394",37,47,0,1,0,1,1,0,0,9,0,7.27030992507935,342,7,0,0,0,0,0,0,1,1369
"2395",27,45,0,1,0,1,1,0,0,12,0,6.90574979782104,343,1,1,0,0,0,0,0,0,729
"2396",28,47,0,1,0,1,1,0,0,12,0,6.90574979782104,343,2,0,1,0,0,0,0,0,784
"2397",29,46,0,1,0,1,1,0,1,12,0,7.18538999557495,343,3,0,0,1,0,0,0,0,841
"2398",30,46,0,1,0,1,1,0,0,12,0,7.24422979354858,343,4,0,0,0,1,0,0,0,900
"2399",31,46,0,1,0,1,1,0,0,12,0,7.31122016906738,343,5,0,0,0,0,1,0,0,961
"2400",32,45,0,1,0,1,1,0,0,12,0,7.37587976455688,343,6,0,0,0,0,0,1,0,1024
"2401",33,43,0,1,0,1,1,0,0,12,0,7.19518995285034,343,7,0,0,0,0,0,0,1,1089
"2402",19,49,0,0,0,1,1,0,0,17,0,6.90574979782104,344,1,1,0,0,0,0,0,0,361
"2403",20,46,0,1,0,1,1,0,0,17,0,6.90574979782104,344,2,0,1,0,0,0,0,0,400
"2404",21,50,0,0,0,1,0,0,0,17,0,7.60090017318726,344,3,0,0,1,0,0,0,0,441
"2405",22,47,0,0,0,1,0,0,0,17,0,7.71868991851807,344,4,0,0,0,1,0,0,0,484
"2406",23,50,0,1,0,1,1,0,0,17,0,7.74066019058228,344,5,0,0,0,0,1,0,0,529
"2407",24,49,0,1,0,1,1,0,0,17,0,7.60090017318726,344,6,0,0,0,0,0,1,0,576
"2408",25,48,0,1,0,1,1,0,0,17,0,7.6810998916626,344,7,0,0,0,0,0,0,1,625
"2409",17,49,0,1,0,1,1,0,1,11,1,6.16331005096436,345,1,1,0,0,0,0,0,0,289
"2410",18,50,0,1,0,1,1,0,1,11,1,6.30991983413696,345,2,0,1,0,0,0,0,0,324
"2411",19,50,0,1,0,1,1,0,1,11,1,6.30445003509521,345,3,0,0,1,0,0,0,0,361
"2412",20,50,0,1,0,1,1,0,1,11,1,6.62006998062134,345,4,0,0,0,1,0,0,0,400
"2413",21,49,0,1,0,1,1,0,1,11,1,6.47697019577026,345,5,0,0,0,0,1,0,0,441
"2414",22,49,0,1,0,1,1,0,1,11,1,6.55108022689819,345,6,0,0,0,0,0,1,0,484
"2415",23,49,0,1,0,1,1,0,1,11,1,6.47697019577026,345,7,0,0,0,0,0,0,1,529
"2416",22,38,0,0,0,1,1,0,1,17,0,6.90574979782104,346,1,1,0,0,0,0,0,0,484
"2417",23,44,0,0,0,1,1,0,1,17,0,6.90574979782104,346,2,0,1,0,0,0,0,0,529
"2418",24,42,0,0,0,1,1,0,1,17,0,6.5792498588562,346,3,0,0,1,0,0,0,0,576
"2419",25,37,0,0,0,1,1,0,1,17,0,7.04752016067505,346,4,0,0,0,1,0,0,0,625
"2420",26,39,0,0,0,1,1,0,1,17,0,7.09007978439331,346,5,0,0,0,0,1,0,0,676
"2421",27,36,0,0,0,1,1,0,1,17,0,7.322509765625,346,6,0,0,0,0,0,1,0,729
"2422",28,40,0,0,0,1,1,0,1,17,0,7.31322002410889,346,7,0,0,0,0,0,0,1,784
"2423",18,38,0,0,0,0,1,0,0,17,0,6.77421998977661,347,1,1,0,0,0,0,0,0,324
"2424",19,39,0,0,0,0,1,0,0,17,0,6.88754987716675,347,2,0,1,0,0,0,0,0,361
"2425",20,36,0,0,0,0,1,0,0,17,0,6.90776014328003,347,3,0,0,1,0,0,0,0,400
"2426",21,37,0,0,0,0,1,0,0,17,0,6.96507978439331,347,4,0,0,0,1,0,0,0,441
"2427",22,39,0,0,0,0,1,0,0,17,0,6.95655012130737,347,5,0,0,0,0,1,0,0,484
"2428",23,39,0,0,0,0,1,0,0,17,0,7.19669008255005,347,6,0,0,0,0,0,1,0,529
"2429",24,36,0,0,0,0,1,0,0,17,0,7.13089990615845,347,7,0,0,0,0,0,0,1,576
"2430",27,48,0,1,1,1,1,0,0,16,0,6.90574979782104,348,1,1,0,0,0,0,0,0,729
"2431",28,47,0,1,1,1,1,0,0,16,0,6.90574979782104,348,2,0,1,0,0,0,0,0,784
"2432",29,49,0,1,1,1,1,0,0,16,0,7.84385013580322,348,3,0,0,1,0,0,0,0,841
"2433",30,48,0,1,1,1,1,0,0,16,0,7.93736982345581,348,4,0,0,0,1,0,0,0,900
"2434",31,48,0,1,1,1,1,0,0,16,0,8.10167980194092,348,5,0,0,0,0,1,0,0,961
"2435",32,35,0,1,1,1,1,0,0,16,0,7.91936016082764,348,6,0,0,0,0,0,1,0,1024
"2436",33,25,0,1,1,1,0,0,0,16,0,8.02027034759521,348,7,0,0,0,0,0,0,1,1089
"2437",3,51,1,0,1,1,1,0,0,12,0,6.13988018035889,349,1,1,0,0,0,0,0,0,9
"2438",4,49,0,0,1,1,1,0,0,12,0,6.56666994094849,349,2,0,1,0,0,0,0,0,16
"2439",5,50,0,0,1,1,1,0,0,12,0,6.65156984329224,349,3,0,0,1,0,0,0,0,25
"2440",6,50,0,0,1,1,1,0,0,12,0,6.83303022384644,349,4,0,0,0,1,0,0,0,36
"2441",7,49,0,0,1,1,1,0,0,12,0,6.97167015075684,349,5,0,0,0,0,1,0,0,49
"2442",8,48,0,0,1,1,1,0,0,12,0,7.07834005355835,349,6,0,0,0,0,0,1,0,64
"2443",9,49,0,0,1,1,1,0,0,12,0,7.19669008255005,349,7,0,0,0,0,0,0,1,81
"2444",37,40,1,0,1,1,1,0,1,11,0,6.55108022689819,350,1,1,0,0,0,0,0,0,1369
"2445",38,38,1,0,1,1,1,0,1,11,0,6.68710994720459,350,2,0,1,0,0,0,0,0,1444
"2446",39,46,1,0,1,1,1,0,0,11,0,6.75227022171021,350,3,0,0,1,0,0,0,0,1521
"2447",40,46,1,0,1,1,1,0,1,11,0,6.81343984603882,350,4,0,0,0,1,0,0,0,1600
"2448",41,46,1,0,1,1,1,0,1,11,0,6.96035003662109,350,5,0,0,0,0,1,0,0,1681
"2449",42,44,0,0,1,1,1,0,1,11,0,7.02018976211548,350,6,0,0,0,0,0,1,0,1764
"2450",43,43,1,0,1,1,1,0,1,11,0,7.08170986175537,350,7,0,0,0,0,0,0,1,1849
"2451",23,49,1,1,0,0,1,0,0,8,0,5.92692995071411,351,1,1,0,0,0,0,0,0,529
"2452",24,49,1,1,0,0,1,0,0,8,0,5.99145984649658,351,2,0,1,0,0,0,0,0,576
"2453",25,48,1,1,0,0,1,0,1,8,0,6.57367992401123,351,3,0,0,1,0,0,0,0,625
"2454",26,51,1,1,0,0,1,0,1,8,0,6.66567993164062,351,4,0,0,0,1,0,0,0,676
"2455",27,47,1,1,0,0,1,0,1,8,0,6.69703006744385,351,5,0,0,0,0,1,0,0,729
"2456",28,44,1,1,0,0,1,0,1,8,0,6.82002019882202,351,6,0,0,0,0,0,1,0,784
"2457",29,50,1,1,0,0,1,0,1,8,0,6.94504976272583,351,7,0,0,0,0,0,0,1,841
"2458",5,50,0,0,1,1,1,0,0,14,0,6.4377498626709,352,1,1,0,0,0,0,0,0,25
"2459",6,49,0,0,1,1,1,0,0,14,0,6.57367992401123,352,2,0,1,0,0,0,0,0,36
"2460",7,49,0,0,1,1,1,0,0,14,0,6.65286016464233,352,3,0,0,1,0,0,0,0,49
"2461",8,48,0,0,1,1,1,0,0,14,0,6.82655000686646,352,4,0,0,0,1,0,0,0,64
"2462",9,49,0,0,1,1,1,0,0,14,0,6.90776014328003,352,5,0,0,0,0,1,0,0,81
"2463",10,48,0,0,1,1,1,0,0,14,0,7.0361499786377,352,6,0,0,0,0,0,1,0,100
"2464",11,48,0,0,1,1,1,0,0,14,0,7.04229021072388,352,7,0,0,0,0,0,0,1,121
"2465",30,47,0,1,0,1,1,0,0,17,0,6.90574979782104,353,1,1,0,0,0,0,0,0,900
"2466",31,48,0,1,0,1,1,0,0,17,0,6.90574979782104,353,2,0,1,0,0,0,0,0,961
"2467",32,45,0,1,0,1,1,0,0,17,0,8.16051959991455,353,3,0,0,1,0,0,0,0,1024
"2468",33,47,0,1,0,1,1,0,0,17,0,8.00636959075928,353,4,0,0,0,1,0,0,0,1089
"2469",34,47,0,1,0,1,1,0,0,17,0,8.05515956878662,353,5,0,0,0,0,1,0,0,1156
"2470",35,47,0,1,0,1,1,0,0,17,0,7.94590997695923,353,6,0,0,0,0,0,1,0,1225
"2471",36,47,0,1,0,1,1,0,0,17,0,7.98309993743896,353,7,0,0,0,0,0,0,1,1296
"2472",21,49,1,1,0,1,1,0,1,12,1,6.50429010391235,354,1,1,0,0,0,0,0,0,441
"2473",22,47,1,1,0,1,1,0,1,12,1,6.55108022689819,354,2,0,1,0,0,0,0,0,484
"2474",23,48,1,1,0,1,1,0,1,12,1,6.64509010314941,354,3,0,0,1,0,0,0,0,529
"2475",24,49,1,1,0,1,1,0,1,12,1,6.64638996124268,354,4,0,0,0,1,0,0,0,576
"2476",25,49,1,1,0,1,1,0,1,12,1,6.90776014328003,354,5,0,0,0,0,1,0,0,625
"2477",26,46,1,1,0,1,1,0,1,12,1,7.01391983032227,354,6,0,0,0,0,0,1,0,676
"2478",27,49,1,1,0,1,1,0,1,12,1,7.09007978439331,354,7,0,0,0,0,0,0,1,729
"2479",7,47,0,0,1,1,1,0,0,12,0,5.76832008361816,355,1,1,0,0,0,0,0,0,49
"2480",8,50,0,0,1,1,1,0,0,12,0,5.89989995956421,355,2,0,1,0,0,0,0,0,64
"2481",9,50,1,0,1,1,1,0,1,12,0,6.60799980163574,355,3,0,0,1,0,0,0,0,81
"2482",10,51,1,0,1,1,1,0,1,12,0,6.84588003158569,355,4,0,0,0,1,0,0,0,100
"2483",11,49,1,0,1,1,1,0,0,12,0,6.08677005767822,355,5,0,0,0,0,1,0,0,121
"2484",12,51,1,0,0,0,1,0,0,12,0,6.30991983413696,355,6,0,0,0,0,0,1,0,144
"2485",13,51,1,0,0,0,1,0,0,12,0,6.30991983413696,355,7,0,0,0,0,0,0,1,169
"2486",4,50,1,1,0,1,1,0,0,12,0,6.39024019241333,356,1,1,0,0,0,0,0,0,16
"2487",5,50,1,1,0,1,1,0,0,12,0,6.49071979522705,356,2,0,1,0,0,0,0,0,25
"2488",6,50,1,1,0,1,1,0,0,12,0,6.61874008178711,356,3,0,0,1,0,0,0,0,36
"2489",7,50,1,1,0,1,1,0,0,12,0,6.80571985244751,356,4,0,0,0,1,0,0,0,49
"2490",8,50,1,1,0,1,1,0,0,12,0,6.90374994277954,356,5,0,0,0,0,1,0,0,64
"2491",9,51,1,1,0,1,1,0,0,12,0,6.98100996017456,356,6,0,0,0,0,0,1,0,81
"2492",10,50,1,1,0,1,1,0,0,12,0,7.06219005584717,356,7,0,0,0,0,0,0,1,100
"2493",16,44,1,1,0,1,1,0,1,12,0,6.34564018249512,357,1,1,0,0,0,0,0,0,256
"2494",17,49,1,1,0,1,1,0,1,12,0,6.51470994949341,357,2,0,1,0,0,0,0,0,289
"2495",18,46,1,1,0,1,1,0,1,12,0,6.5792498588562,357,3,0,0,1,0,0,0,0,324
"2496",19,48,1,1,0,1,1,0,1,12,0,6.63331985473633,357,4,0,0,0,1,0,0,0,361
"2497",20,48,1,1,0,1,1,0,1,12,0,6.80239009857178,357,5,0,0,0,0,1,0,0,400
"2498",21,48,1,1,0,1,1,0,1,12,0,6.88754987716675,357,6,0,0,0,0,0,1,0,441
"2499",22,48,1,1,0,1,1,0,1,12,0,7.00759983062744,357,7,0,0,0,0,0,0,1,484
"2500",16,40,0,0,0,0,1,0,1,16,0,6.49071979522705,358,1,1,0,0,0,0,0,0,256
"2501",17,36,0,0,0,0,1,0,1,16,0,6.51470994949341,358,2,0,1,0,0,0,0,0,289
"2502",18,39,0,0,0,0,1,0,0,16,0,6.55108022689819,358,3,0,0,1,0,0,0,0,324
"2503",19,35,0,0,0,0,1,0,1,16,0,6.70807981491089,358,4,0,0,0,1,0,0,0,361
"2504",20,38,0,0,0,0,1,0,1,16,0,6.82002019882202,358,5,0,0,0,0,1,0,0,400
"2505",21,37,0,0,0,0,1,0,1,16,0,6.45989990234375,358,6,0,0,0,0,0,1,0,441
"2506",22,36,0,0,0,0,1,0,1,16,0,6.99117994308472,358,7,0,0,0,0,0,0,1,484
"2507",36,48,1,1,0,0,1,0,1,10,0,5.98141002655029,359,1,1,0,0,0,0,0,0,1296
"2508",37,49,1,1,0,0,1,0,1,10,0,5.98141002655029,359,2,0,1,0,0,0,0,0,1369
"2509",38,40,1,1,0,0,1,0,1,10,0,6.10925006866455,359,3,0,0,1,0,0,0,0,1444
"2510",39,48,1,1,0,0,1,0,1,10,0,6.21461009979248,359,4,0,0,0,1,0,0,0,1521
"2511",40,49,1,1,0,0,1,0,1,10,0,6.2576699256897,359,5,0,0,0,0,1,0,0,1600
"2512",41,39,1,1,0,0,1,0,1,10,0,6.32435989379883,359,6,0,0,0,0,0,1,0,1681
"2513",42,48,1,1,0,0,1,0,1,10,0,6.4329400062561,359,7,0,0,0,0,0,0,1,1764
"2514",28,48,0,1,0,1,1,0,0,12,0,6.90574979782104,360,1,1,0,0,0,0,0,0,784
"2515",29,48,0,1,0,1,1,0,0,12,0,6.90574979782104,360,2,0,1,0,0,0,0,0,841
"2516",30,49,0,1,0,1,1,0,0,12,0,7.24422979354858,360,3,0,0,1,0,0,0,0,900
"2517",31,48,0,1,0,1,1,0,0,12,0,6.95655012130737,360,4,0,0,0,1,0,0,0,961
"2518",32,47,0,1,0,1,1,0,0,12,0,7.00306987762451,360,5,0,0,0,0,1,0,0,1024
"2519",33,46,0,1,0,1,1,0,0,12,0,7.17319011688232,360,6,0,0,0,0,0,1,0,1089
"2520",34,48,0,1,0,1,1,0,0,12,0,7.13089990615845,360,7,0,0,0,0,0,0,1,1156
"2521",5,49,0,0,0,1,0,1,0,17,0,5.416100025177,361,1,1,0,0,0,0,0,0,25
"2522",6,52,0,0,0,1,0,1,0,17,0,5.48063993453979,361,2,0,1,0,0,0,0,0,36
"2523",7,20,0,0,0,1,0,1,0,17,0,6.21461009979248,361,3,0,0,1,0,0,0,0,49
"2524",8,50,0,0,0,1,0,1,0,17,0,6.25382995605469,361,4,0,0,0,1,0,0,0,64
"2525",9,49,0,0,0,1,0,1,0,17,0,6.34388017654419,361,5,0,0,0,0,1,0,0,81
"2526",10,48,0,0,1,1,0,1,0,17,0,7.17011976242065,361,6,0,0,0,0,0,1,0,100
"2527",11,51,0,0,1,1,0,1,0,17,0,7.21671009063721,361,7,0,0,0,0,0,0,1,121
"2528",20,52,1,0,1,0,1,0,0,10,0,6.5861701965332,362,1,1,0,0,0,0,0,0,400
"2529",21,52,1,0,1,0,1,0,0,10,0,6.66184997558594,362,2,0,1,0,0,0,0,0,441
"2530",22,51,1,0,1,0,1,0,0,10,0,6.81343984603882,362,3,0,0,1,0,0,0,0,484
"2531",23,51,1,0,1,0,1,0,0,10,0,6.86171007156372,362,4,0,0,0,1,0,0,0,529
"2532",24,52,1,0,1,0,1,0,0,10,0,7.06901979446411,362,5,0,0,0,0,1,0,0,576
"2533",25,52,1,0,1,0,1,0,0,10,0,7.0774998664856,362,6,0,0,0,0,0,1,0,625
"2534",26,51,1,0,1,0,1,0,0,10,0,7.11070013046265,362,7,0,0,0,0,0,0,1,676
"2535",15,49,1,1,0,0,1,0,1,12,0,6.12248992919922,363,1,1,0,0,0,0,0,0,225
"2536",16,49,1,1,0,0,1,0,1,12,0,6.1654200553894,363,2,0,1,0,0,0,0,0,256
"2537",17,49,1,1,0,0,1,0,1,12,0,6.21660995483398,363,3,0,0,1,0,0,0,0,289
"2538",18,42,1,1,0,0,1,0,1,12,0,6.56525993347168,363,4,0,0,0,1,0,0,0,324
"2539",19,34,1,1,0,0,1,0,1,12,0,6.62006998062134,363,5,0,0,0,0,1,0,0,361
"2540",20,47,1,1,0,0,1,0,1,12,0,6.69331979751587,363,6,0,0,0,0,0,1,0,400
"2541",21,47,1,0,0,0,1,0,1,12,0,6.80239009857178,363,7,0,0,0,0,0,0,1,441
"2542",20,49,0,1,0,1,0,1,0,13,0,6.4377498626709,364,1,1,0,0,0,0,0,0,400
"2543",21,47,0,1,0,1,0,1,0,13,0,6.39693021774292,364,2,0,1,0,0,0,0,0,441
"2544",22,48,0,1,0,1,0,1,0,13,0,6.47079992294312,364,3,0,0,1,0,0,0,0,484
"2545",23,47,0,1,0,1,0,1,0,13,0,6.74524021148682,364,4,0,0,0,1,0,0,0,529
"2546",24,48,0,1,0,1,0,1,0,13,0,6.77421998977661,364,5,0,0,0,0,1,0,0,576
"2547",25,47,0,1,0,1,0,1,0,13,0,6.79010009765625,364,6,0,0,0,0,0,1,0,625
"2548",26,47,1,1,0,1,0,1,0,13,0,6.79010009765625,364,7,0,0,0,0,0,0,1,676
"2549",32,48,0,0,0,1,1,0,0,17,0,6.90574979782104,365,1,1,0,0,0,0,0,0,1024
"2550",33,49,0,0,0,1,1,0,0,17,0,6.90574979782104,365,2,0,1,0,0,0,0,0,1089
"2551",34,49,0,0,0,1,1,0,0,17,0,5.01728010177612,365,3,0,0,1,0,0,0,0,1156
"2552",35,50,0,0,0,1,1,0,0,17,0,7.37775993347168,365,4,0,0,0,1,0,0,0,1225
"2553",36,48,0,0,0,1,1,0,0,17,0,7.46737003326416,365,5,0,0,0,0,1,0,0,1296
"2554",37,47,0,0,0,1,1,0,0,17,0,7.37775993347168,365,6,0,0,0,0,0,1,0,1369
"2555",38,49,0,0,0,1,1,0,0,17,0,7.33105993270874,365,7,0,0,0,0,0,0,1,1444
"2556",12,47,1,0,0,1,1,0,0,12,0,6.62006998062134,366,1,1,0,0,0,0,0,0,144
"2557",13,50,1,0,0,1,1,0,0,12,0,6.55108022689819,366,2,0,1,0,0,0,0,0,169
"2558",14,51,1,0,0,1,1,0,0,12,0,6.55108022689819,366,3,0,0,1,0,0,0,0,196
"2559",15,46,0,0,1,1,1,0,0,12,0,5.87211990356445,366,4,0,0,0,1,0,0,0,225
"2560",16,52,0,0,1,1,1,0,0,12,0,6.92560005187988,366,5,0,0,0,0,1,0,0,256
"2561",17,51,0,0,1,1,1,0,0,12,0,6.76503992080688,366,6,0,0,0,0,0,1,0,289
"2562",18,50,0,0,1,1,1,0,0,12,0,6.68210983276367,366,7,0,0,0,0,0,0,1,324
"2563",25,50,1,1,0,1,1,0,0,9,0,6.51470994949341,367,1,1,0,0,0,0,0,0,625
"2564",26,42,1,1,0,1,1,0,0,9,0,6.76273012161255,367,2,0,1,0,0,0,0,0,676
"2565",27,49,1,1,0,1,1,0,0,9,0,6.93731021881104,367,3,0,0,1,0,0,0,0,729
"2566",28,48,1,1,0,1,1,0,0,9,0,6.82979011535645,367,4,0,0,0,1,0,0,0,784
"2567",29,38,1,1,0,1,1,0,0,9,0,6.88244009017944,367,5,0,0,0,0,1,0,0,841
"2568",30,50,1,1,0,1,1,0,0,9,0,6.98008012771606,367,6,0,0,0,0,0,1,0,900
"2569",31,49,1,1,0,1,1,0,0,9,0,7.09007978439331,367,7,0,0,0,0,0,0,1,961
"2570",9,49,0,1,1,1,1,0,0,16,0,6.46770000457764,368,1,1,0,0,0,0,0,0,81
"2571",10,49,0,1,1,1,1,0,0,16,0,6.62006998062134,368,2,0,1,0,0,0,0,0,100
"2572",11,49,0,0,1,1,1,0,0,16,0,6.76848983764648,368,3,0,0,1,0,0,0,0,121
"2573",12,47,0,0,1,1,1,0,0,16,0,6.99576997756958,368,4,0,0,0,1,0,0,0,144
"2574",13,49,0,0,1,1,1,0,0,16,0,7.13647985458374,368,5,0,0,0,0,1,0,0,169
"2575",14,48,0,0,1,1,1,0,0,16,0,7.37775993347168,368,6,0,0,0,0,0,1,0,196
"2576",15,48,0,0,1,1,1,0,0,16,0,7.54961013793945,368,7,0,0,0,0,0,0,1,225
"2577",2,50,1,0,0,1,1,0,1,14,0,6.29711008071899,369,1,1,0,0,0,0,0,0,4
"2578",3,50,1,0,0,1,1,0,1,14,0,6.4922399520874,369,2,0,1,0,0,0,0,0,9
"2579",4,50,0,0,0,1,1,0,1,14,0,6.74524021148682,369,3,0,0,1,0,0,0,0,16
